Query-ID	Query-Label	Lookup-ID	Lookup-Label	Embedding distance	Nearest-Neighbor-Idx
Q9BZJ7	Cell.membrane	Q76JU9	Cell.membrane	0.9461	2
Q9BZJ7	Cell.membrane	Q00788	Cell.membrane	0.9531	3
Q9C0F1	Cytoplasm	Q8NHV4	Cytoplasm	0.8923	1
Q9C0F1	Cytoplasm	Q21341	Cytoplasm	0.9266	2
Q9C0F1	Cytoplasm	Q9VKK1	Cytoplasm	0.9385	3
Q9C5H4	Golgi.apparatus	Q7TN29	Cytoplasm	0.9917	1
Q9C5H4	Golgi.apparatus	Q9LTT8	Cytoplasm	1.0064	2
Q9C5H4	Golgi.apparatus	Q9MA55	Cytoplasm	1.0184	3
Q9CQ44	Cell.membrane	P62651	Endoplasmic.reticulum	1.1793	1
Q9CQ44	Cell.membrane	Q9UTP5	Endoplasmic.reticulum	1.3716	2
Q9CQ44	Cell.membrane	Q9XIM7	Cell.membrane	1.3846	3
Q9CQP2	Cytoplasm	P86790	Lysosome/Vacuole	0.9178	1
Q9CQP2	Cytoplasm	Q9FMR5	Golgi.apparatus	0.9588	2
Q9CQP2	Cytoplasm	Q9LFP1	Lysosome/Vacuole	0.9658	3
Q9CQP8	Cell.membrane	Q9UPZ3	Cytoplasm	1.1928	1
Q9CQP8	Cell.membrane	P53938	Endoplasmic.reticulum	1.1988	2
Q9CQP8	Cell.membrane	Q9BZR8	Cytoplasm	1.2054	3
Q9CTN5	Nucleus	P45819	Cytoplasm	0.9874	1
Q9CTN5	Nucleus	P40065	Nucleus	1.0429	2
Q9CTN5	Nucleus	O14323	Cytoplasm	1.0660	3
Q9CWE6	Cytoplasm	Q9CQS7	Cytoplasm	0.7158	1
Q9CWE6	Cytoplasm	Q3UWR2	Cytoplasm	0.8928	2
Q9CWE6	Cytoplasm	Q9UIL8	Nucleus	1.0486	3
Q9D0L1	Cytoplasm	Q9UJT2	Cytoplasm	1.0051	1
Q9D0L1	Cytoplasm	Q80VJ8	Nucleus	1.0717	2
Q9D0L1	Cytoplasm	Q8IX15	Nucleus	1.0809	3
Q9D2I5	Cell.membrane	Q5JTW2	Cytoplasm	0.5360	1
Q9D2I5	Cell.membrane	Q6NUP7	Cytoplasm	0.6536	2
Q9D2I5	Cell.membrane	Q6F6B3	Cell.membrane	0.6788	3
Q9D2S4	Extracellular	Q96BU1	Nucleus	1.0645	1
Q9D2S4	Extracellular	A0A023PZB3	Mitochondrion	1.1063	2
Q9D2S4	Extracellular	P42634	Extracellular	1.1213	3
Q9D3H0	Cell.membrane	Q8N2H4	Golgi.apparatus	1.0290	1
Q9D3H0	Cell.membrane	Q8L7R5	Cell.membrane	1.0466	2
Q9D3H0	Cell.membrane	Q8L9B5	Cell.membrane	1.0889	3
Q9D7S0	Extracellular	Q5DID3	Cell.membrane	1.0375	1
Q9D7S0	Extracellular	Q9WVT0	Cell.membrane	1.0465	2
Q9D7S0	Extracellular	Q8N6Q3	Cell.membrane	1.0508	3
Q9D818	Cell.membrane	Q96P71	Golgi.apparatus	0.6028	1
Q9D818	Cell.membrane	Q91YU6	Cytoplasm	0.6979	2
Q9D818	Cell.membrane	Q96MH2	Nucleus	0.7024	3
Q9DCD6	Cytoplasm	P55769	Nucleus	1.0163	1
Q9DCD6	Cytoplasm	Q95017	Nucleus	1.0619	2
Q9DCD6	Cytoplasm	P62081	Cytoplasm	1.1059	3
Q9EPM5	Cytoplasm	Q2M329	Cytoplasm	1.1237	1
Q9EPM5	Cytoplasm	Q80VJ8	Nucleus	1.1721	2
Q9EPM5	Cytoplasm	A8MQT2	Golgi.apparatus	1.2311	3
Q9EQL9	Cytoplasm	Q8NFA2-3	Cell.membrane	0.7849	1
Q9EQL9	Cytoplasm	Q8N1F8	Cytoplasm	0.7858	2
Q9EQL9	Cytoplasm	Q96P71	Golgi.apparatus	0.8071	3
Q9ES56	Golgi.apparatus	Q96JA3	Golgi.apparatus	0.8313	1
Q9ES56	Golgi.apparatus	Q642F4	Endoplasmic.reticulum	0.8356	2
Q9ES56	Golgi.apparatus	Q7L5D6	Cytoplasm	0.8609	3
Q9ESG4	Cell.membrane	Q9JKF6	Cell.membrane	0.7644	1
Q9ESG4	Cell.membrane	Q6QNK2	Cell.membrane	0.8062	2
Q9ESG4	Cell.membrane	Q7M730	Cell.membrane	0.8072	3
Q9FEC1	Plastid	P93735	Plastid	0.8750	1
Q9FEC1	Plastid	Q94K66	Plastid	0.9363	2
Q9FEC1	Plastid	Q9SJ02	Plastid	1.0127	3
Q9FFS4	Nucleus	Q9LUJ3	Nucleus	1.0030	1
Q9FFS4	Nucleus	Q1T763	Nucleus	1.0097	2
Q9FFS4	Nucleus	O60356	Nucleus	1.0192	3
Q9FHK4	Cell.membrane	Q9C9Q4	Cytoplasm	1.3065	1
Q9FHK4	Cell.membrane	Q9LKL2	Nucleus	1.3098	2
Q9FHK4	Cell.membrane	Q84VG7	Nucleus	1.3201	3
Q9FIJ4	Plastid	Q7X9V3	Nucleus	1.1543	1
Q9FIJ4	Plastid	Q9LU39	Plastid	1.1645	2
Q9FIJ4	Plastid	P19954	Plastid	1.1787	3
Q9FLT9	Plastid	Q12328	Mitochondrion	0.8291	1
Q9FLT9	Plastid	Q9NPL8	Mitochondrion	0.8522	2
Q9FLT9	Plastid	Q944H5	Mitochondrion	0.9235	3
Q9H081	Nucleus	Q7L2Z9	Nucleus	0.7410	1
Q9H081	Nucleus	Q9H6D7	Cytoplasm	0.7810	2
Q9H081	Nucleus	P47149	Nucleus	0.8058	3
Q9H1I8	Nucleus	P58501	Nucleus	0.8402	1
Q9H1I8	Nucleus	P16383	Nucleus	0.8422	2
Q9H1I8	Nucleus	Q8BKT7	Cytoplasm	0.8681	3
Q9H2F9	Cytoplasm	Q66KE8	Cytoplasm	0.6164	1
Q9H2F9	Cytoplasm	Q70YC5	Cytoplasm	0.6285	2
Q9H2F9	Cytoplasm	Q9H6S1	Cytoplasm	0.6455	3
Q9H9E3	Cytoplasm	O00471	Cytoplasm	0.3324	1
Q9H9E3	Cytoplasm	Q96JB2	Golgi.apparatus	0.3491	2
Q9H9E3	Cytoplasm	P83436	Golgi.apparatus	0.3515	3
Q9HCU8	Nucleus	Q6P1K2	Nucleus	1.0213	1
Q9HCU8	Nucleus	Q9CQW7	Mitochondrion	1.0418	2
Q9HCU8	Nucleus	Q96MH2	Nucleus	1.0472	3
Q9I9N6	Cytoplasm	Q62048	Cytoplasm	0.9884	1
Q9I9N6	Cytoplasm	Q9V3B4	Cytoplasm	1.0511	2
Q9I9N6	Cytoplasm	Q8IRY7	Cytoplasm	1.2254	3
Q9JIF7	Golgi.apparatus	P63010	Cell.membrane	0.6041	1
Q9JIF7	Golgi.apparatus	Q9NVU7	Nucleus	0.6720	2
Q9JIF7	Golgi.apparatus	Q9H0A0	Nucleus	0.6761	3
Q9JK95	Cell.membrane	Q4KL25	Cell.membrane	0.5555	1
Q9JK95	Cell.membrane	P58418	Cell.membrane	0.6807	2
Q9JK95	Cell.membrane	Q8VHW8	Cell.membrane	0.7237	3
Q9JLJ1	Endoplasmic.reticulum	O80925	Golgi.apparatus	1.4003	1
Q9JLJ1	Endoplasmic.reticulum	Q96QK8	Endoplasmic.reticulum	1.4566	2
Q9JLJ1	Endoplasmic.reticulum	Q8TBM8	Endoplasmic.reticulum	1.4667	3
Q9LDH0	Golgi.apparatus	Q7XJ98	Golgi.apparatus	0.7598	1
Q9LDH0	Golgi.apparatus	Q8VXZ5	Golgi.apparatus	0.7912	2
Q9LDH0	Golgi.apparatus	Q8GXG6	Golgi.apparatus	0.8246	3
Q9LEZ4	Cytoplasm	P21651	Nucleus	0.9266	1
Q9LEZ4	Cytoplasm	O16844	Cytoplasm	0.9468	2
Q9LEZ4	Cytoplasm	O94435	Cytoplasm	0.9558	3
Q9LSB9	Cytoplasm	Q8L7Y8	Cytoplasm	0.6705	1
Q9LSB9	Cytoplasm	Q9LDN0	Cytoplasm	0.6710	2
Q9LSB9	Cytoplasm	Q9C895	Nucleus	0.8404	3
Q9LZA6	Peroxisome	Q9VS60	Endoplasmic.reticulum	0.8519	1
Q9LZA6	Peroxisome	F4JWB3	Cytoplasm	0.8697	2
Q9LZA6	Peroxisome	Q8NEL9	Cytoplasm	0.8791	3
Q9M367	Cytoplasm	Q8BKT7	Cytoplasm	0.7826	1
Q9M367	Cytoplasm	Q13769	Cytoplasm	0.7859	2
Q9M367	Cytoplasm	Q96JB2	Golgi.apparatus	0.7930	3
Q9M9L3	Nucleus	Q9Y592	Cytoplasm	0.8757	1
Q9M9L3	Nucleus	Q66KE8	Cytoplasm	0.8872	2
Q9M9L3	Nucleus	Q7FAD5	Nucleus	0.9054	3
Q9N5K3	Nucleus	P91349	Cytoplasm	1.0189	1
Q9N5K3	Nucleus	Q9W1R4	Nucleus	1.0883	2
Q9N5K3	Nucleus	Q965H3	Nucleus	1.1042	3
Q9NV70	Cytoplasm	Q96JB2	Golgi.apparatus	0.3792	1
Q9NV70	Cytoplasm	O00471	Cytoplasm	0.3859	2
Q9NV70	Cytoplasm	P83436	Golgi.apparatus	0.4485	3
Q9NWW9	Cytoplasm	Q9D291	Cytoplasm	1.1724	1
Q9NWW9	Cytoplasm	Q66GT5	Mitochondrion	1.3354	2
Q9NWW9	Cytoplasm	P51452	Nucleus	1.3452	3
Q9NX14	Mitochondrion	Q96A26	Mitochondrion	0.8157	1
Q9NX14	Mitochondrion	Q9H4I9	Mitochondrion	0.9309	2
Q9NX14	Mitochondrion	P0C2B7	Mitochondrion	0.9410	3
Q9NX76	Cell.membrane	Q4KL25	Cell.membrane	0.8389	1
Q9NX76	Cell.membrane	Q8VHW8	Cell.membrane	0.8849	2
Q9NX76	Cell.membrane	Q9SKN3	Cell.membrane	0.8926	3
Q9NZ09	Cytoplasm	Q9Y6H5	Cytoplasm	0.8008	1
Q9NZ09	Cytoplasm	Q9WV89	Cytoplasm	0.8154	2
Q9NZ09	Cytoplasm	Q9D7V1	Cytoplasm	0.8331	3
Q9P260	Golgi.apparatus	Q6NUP7	Cytoplasm	0.6129	1
Q9P260	Golgi.apparatus	Q9HBA0-5	Cell.membrane	0.6601	2
Q9P260	Golgi.apparatus	B2RS91	Nucleus	0.6621	3
Q9P7A0	Nucleus	Q4KLP8	Nucleus	0.8590	1
Q9P7A0	Nucleus	Q13426	Nucleus	0.9947	2
Q9P7A0	Nucleus	Q9H6S1	Cytoplasm	1.0300	3
Q9QXS6	Cell.membrane	Q5T5Y3	Cytoplasm	0.7900	1
Q9QXS6	Cell.membrane	Q2V2M9-4	Cytoplasm	0.8020	2
Q9QXS6	Cell.membrane	Q08AD1	Cytoplasm	0.8131	3
Q9SWA6	Nucleus	Q03718	Nucleus	0.5996	1
Q9SWA6	Nucleus	P38315	Cytoplasm	0.6315	2
Q9SWA6	Nucleus	P53169	Cytoplasm	0.7378	3
Q9T045	Cell.membrane	Q9SVQ3	Cell.membrane	0.9674	1
Q9T045	Cell.membrane	Q9LV40	Cell.membrane	0.9682	2
Q9T045	Cell.membrane	C0LGN2	Cell.membrane	0.9933	3
Q9TUI9	Extracellular	Q9EQX0	Extracellular	1.0378	1
Q9TUI9	Extracellular	Q6UWK7	Extracellular	1.1191	2
Q9TUI9	Extracellular	Q9EQ21	Extracellular	1.1568	3
Q9TYY7	Mitochondrion	P14693	Mitochondrion	0.8427	1
Q9TYY7	Mitochondrion	P33754	Endoplasmic.reticulum	0.8652	2
Q9TYY7	Mitochondrion	O94435	Cytoplasm	0.8712	3
Q9U2M1	Nucleus	Q06156	Nucleus	0.6818	1
Q9U2M1	Nucleus	Q19555	Nucleus	0.8212	2
Q9U2M1	Nucleus	Q04264	Nucleus	0.8398	3
Q9U389	Cytoplasm	Q9LTY1	Nucleus	0.9332	1
Q9U389	Cytoplasm	P91349	Cytoplasm	0.9347	2
Q9U389	Cytoplasm	P21651	Nucleus	0.9574	3
Q9UJQ1	Cell.membrane	Q7TQ33	Cell.membrane	0.8963	1
Q9UJQ1	Cell.membrane	Q6QNK2	Cell.membrane	0.9329	2
Q9UJQ1	Cell.membrane	Q99572	Cell.membrane	0.9363	3
Q9UL45	Cytoplasm	Q6QNY1	Cytoplasm	0.6372	1
Q9UL45	Cytoplasm	Q96EV8-2	Cytoplasm	0.6611	2
Q9UL45	Cytoplasm	Q6P1K2	Nucleus	0.7313	3
Q9ULJ1	Cytoplasm	Q7FAD5	Nucleus	0.7080	1
Q9ULJ1	Cytoplasm	Q9C099	Cytoplasm	0.7485	2
Q9ULJ1	Cytoplasm	Q62209	Nucleus	0.7523	3
Q9UQV4	Lysosome/Vacuole	Q8IZP9	Cell.membrane	1.0350	1
Q9UQV4	Lysosome/Vacuole	Q8CJ11	Cell.membrane	1.0498	2
Q9UQV4	Lysosome/Vacuole	Q8CJ12	Cell.membrane	1.0581	3
Q9UTI4	Nucleus	P40065	Nucleus	0.9851	1
Q9UTI4	Nucleus	Q04110	Nucleus	1.0964	2
Q9UTI4	Nucleus	O74389	Cytoplasm	1.1058	3
Q9V3H8	Nucleus	P41838	Nucleus	0.9632	1
Q9V3H8	Nucleus	Q38942	Nucleus	0.9791	2
Q9V3H8	Nucleus	P39721	Cytoplasm	1.0275	3
Q9VAF7	Nucleus	Q8C6P8	Nucleus	1.3108	1
Q9VAF7	Nucleus	H2A0P0	Extracellular	1.3260	2
Q9VAF7	Nucleus	Q8IS98	Mitochondrion	1.3278	3
Q9VFX3	Cell.membrane	Q0H293	Extracellular	1.5044	1
Q9VFX3	Cell.membrane	P80957	Extracellular	1.5693	2
Q9VFX3	Cell.membrane	Q5EF78	Extracellular	1.5956	3
Q9VKD6	Cytoplasm	O74324	Cytoplasm	0.8520	1
Q9VKD6	Cytoplasm	O13539	Nucleus	0.8812	2
Q9VKD6	Cytoplasm	F4IK01	Cytoplasm	0.9113	3
Q9VLP3	Cell.membrane	Q9NYP9	Nucleus	1.1838	1
Q9VLP3	Cell.membrane	Q8GWQ6	Nucleus	1.1843	2
Q9VLP3	Cell.membrane	Q9JIM4	Cytoplasm	1.2072	3
Q9VMH0	Cytoplasm	O75339	Extracellular	1.1418	1
Q9VMH0	Cytoplasm	Q765A7	Endoplasmic.reticulum	1.1580	2
Q9VMH0	Cytoplasm	Q09499	Endoplasmic.reticulum	1.1829	3
Q9VS36	Nucleus	Q9W2H9	Nucleus	0.9795	1
Q9VS36	Nucleus	Q9H5J8	Nucleus	1.0083	2
Q9VS36	Nucleus	P40688	Nucleus	1.0392	3
Q9VTM0	Cytoplasm	Q06333	Cytoplasm	0.9058	1
Q9VTM0	Cytoplasm	P47822	Nucleus	1.0260	2
Q9VTM0	Cytoplasm	Q99278	Nucleus	1.0522	3
Q9VU52	Cytoplasm	A1L3G9	Nucleus	0.8838	1
Q9VU52	Cytoplasm	B9X187	Nucleus	0.9164	2
Q9VU52	Cytoplasm	Q9NUN5	Lysosome/Vacuole	0.9432	3
Q9VUX3	Extracellular	P91682	Cell.membrane	0.9896	1
Q9VUX3	Extracellular	Q93243	Extracellular	1.0020	2
Q9VUX3	Extracellular	Q8MPP3	Cell.membrane	1.0040	3
Q9VW87	Cell.membrane	Q12207	Cell.membrane	0.9389	1
Q9VW87	Cell.membrane	P58418	Cell.membrane	0.9519	2
Q9VW87	Cell.membrane	Q4KL25	Cell.membrane	0.9616	3
Q9VWI4	Nucleus	Q9VQ89	Nucleus	1.0922	1
Q9VWI4	Nucleus	O97143	Cytoplasm	1.1125	2
Q9VWI4	Nucleus	F4HRI2	Nucleus	1.1261	3
Q9VXY7	Cytoplasm	P91928	Mitochondrion	1.1291	1
Q9VXY7	Cytoplasm	Q9VS60	Endoplasmic.reticulum	1.1423	2
Q9VXY7	Cytoplasm	P91124	Cytoplasm	1.1927	3
Q9VYQ0	Nucleus	P40342	Nucleus	0.9286	1
Q9VYQ0	Nucleus	Q9LUJ3	Nucleus	0.9749	2
Q9VYQ0	Nucleus	Q9JIK9	Mitochondrion	0.9825	3
Q9W088	Nucleus	Q10414	Nucleus	0.9655	1
Q9W088	Nucleus	O74740	Nucleus	1.0786	2
Q9W088	Nucleus	P78963	Nucleus	1.0869	3
Q9W0H3	Endoplasmic.reticulum	O60095	Golgi.apparatus	0.7004	1
Q9W0H3	Endoplasmic.reticulum	Q07646	Endoplasmic.reticulum	0.7063	2
Q9W0H3	Endoplasmic.reticulum	Q8W1S1	Plastid	0.7491	3
Q9W0M1	Cytoplasm	O16844	Cytoplasm	0.8839	1
Q9W0M1	Cytoplasm	Q6ZU80	Cytoplasm	0.9003	2
Q9W0M1	Cytoplasm	P91349	Cytoplasm	0.9072	3
Q9W0S8	Cytoplasm	O94252	Cytoplasm	0.7915	1
Q9W0S8	Cytoplasm	F4IK01	Cytoplasm	0.8279	2
Q9W0S8	Cytoplasm	O13539	Nucleus	0.8549	3
Q9W3E2	Cytoplasm	A1Z6W3	Cell.membrane	0.8570	1
Q9W3E2	Cytoplasm	P98081	Cytoplasm	0.8990	2
Q9W3E2	Cytoplasm	Q04652	Cytoplasm	0.9828	3
Q9W596	Cytoplasm	A6H8Y1	Nucleus	1.6980	1
Q9W596	Cytoplasm	P98081	Cytoplasm	1.7168	2
Q9W596	Cytoplasm	P46013	Nucleus	1.7353	3
Q9WU78	Extracellular	Q96JB2	Golgi.apparatus	0.8268	1
Q9WU78	Extracellular	Q9UHR4	Cytoplasm	0.8337	2
Q9WU78	Extracellular	Q9Y3P9	Cytoplasm	0.8651	3
Q9WV31	Cell.membrane	Q9UL42	Nucleus	0.8220	1
Q9WV31	Cell.membrane	Q8ND90	Nucleus	0.8466	2
Q9WV31	Cell.membrane	Q96P71	Golgi.apparatus	0.9867	3
Q9WVQ0	Cell.membrane	Q6ZU80	Cytoplasm	0.6227	1
Q9WVQ0	Cell.membrane	Q9Y592	Cytoplasm	0.6276	2
Q9WVQ0	Cell.membrane	Q9C099	Cytoplasm	0.6296	3
Q9XF14	Plastid	K4BVL1	Plastid	0.6613	1
Q9XF14	Plastid	Q8VZT6	Plastid	0.9454	2
Q9XF14	Plastid	Q93YN0	Plastid	0.9753	3
Q9XW71	Extracellular	P09971	Extracellular	1.0309	1
Q9XW71	Extracellular	Q9NIP6	Extracellular	1.0390	2
Q9XW71	Extracellular	Q8WRC7	Extracellular	1.0667	3
Q9XZ34	Nucleus	Q18892	Cytoplasm	0.9561	1
Q9XZ34	Nucleus	Q06164	Nucleus	0.9636	2
Q9XZ34	Nucleus	O14207	Nucleus	1.0111	3
Q9Y118	Nucleus	Q98TA5	Nucleus	1.1285	1
Q9Y118	Nucleus	O42924	Nucleus	1.1424	2
Q9Y118	Nucleus	Q9C587	Nucleus	1.1747	3
Q9Y484	Cytoplasm	Q9Y4K4	Cytoplasm	0.6413	1
Q9Y484	Cytoplasm	Q15291	Nucleus	0.6847	2
Q9Y484	Cytoplasm	Q8W117	Nucleus	0.6854	3
Q9Y530	Nucleus	Q96T60	Nucleus	1.0423	1
Q9Y530	Nucleus	Q5VWZ2-2	Cytoplasm	1.0476	2
Q9Y530	Nucleus	A7RDN6	Extracellular	1.0505	3
Q9Y548	Golgi.apparatus	Q9BSR8	Golgi.apparatus	0.4908	1
Q9Y548	Golgi.apparatus	Q7TNK0	Endoplasmic.reticulum	0.8264	2
Q9Y548	Golgi.apparatus	Q96QD8	Cell.membrane	0.8413	3
Q9Y5X3	Cell.membrane	Q9UHR4	Cytoplasm	0.6702	1
Q9Y5X3	Cell.membrane	Q9Y3P9	Cytoplasm	0.6850	2
Q9Y5X3	Cell.membrane	Q9UBP9	Cytoplasm	0.7316	3
Q9Y6R9	Cytoplasm	Q8IYE1	Cytoplasm	0.7546	1
Q9Y6R9	Cytoplasm	Q8N137	Cytoplasm	0.8068	2
Q9Y6R9	Cytoplasm	Q8TE68	Cytoplasm	0.8216	3
Q9ZQS5	Plastid	Q9XFT3	Plastid	0.9230	1
Q9ZQS5	Plastid	Q42029	Plastid	1.0846	2
Q9ZQS5	Plastid	P18068	Plastid	1.0898	3
R0MLT0	Cytoplasm	Q07794	Nucleus	1.0475	1
R0MLT0	Cytoplasm	P0CW71	Nucleus	1.0522	2
R0MLT0	Cytoplasm	P03871	Nucleus	1.0590	3
W2RE78	Extracellular	P58806	Extracellular	1.7549	1
W2RE78	Extracellular	Q9VMR8	Extracellular	1.8313	2
W2RE78	Extracellular	P91793	Extracellular	1.8447	3
