1pugC00,3.30.1310.10
2q0lA02,3.50.50.60
4d8oA02,2.60.220.30
1b4uB00,3.40.830.10
2ovlD01,3.30.390.10
1xylA00,3.20.20.150
3dtyE02,3.30.360.10
2cwbA00,1.10.8.10
4yitA02,3.10.28.10
3rbyA01,2.40.128.320
1ef2A02,3.20.20.140
5d2mA00,3.10.110.10
3t95A01,3.40.50.2300
4oujA01,2.80.10.50
3hb7H00,3.40.50.850
1ksqA00,3.90.290.10
5lewA01,3.20.20.140
6b08B01,2.60.40.10
1tg7A01,3.20.20.80
2af6F01,3.30.70.3180
4gl9B02,1.10.510.10
6dwiE01,2.60.40.10
4h63Q01,6.10.250.2620
3q45A01,3.30.390.10
1wggA01,3.10.20.90
4julA02,3.90.209.20
2b7mC00,1.20.1280.170
5obgA00,2.70.170.10
1y9bB01,1.10.1220.10
1vw3C02,3.30.160.810
1wuuA01,3.30.230.10
4emzM02,2.60.40.1170
2zy4D01,3.90.1150.10
3bl4B01,3.40.1680.10
3vepC00,6.10.250.1300
3gmoA02,2.60.40.10
6bi8A01,1.10.8.1190
1cgwA01,3.20.20.80
3zepD02,1.10.510.10
1m5yA01,1.10.4030.10
2ocdB02,3.40.50.40
1gkpD02,3.20.20.140
4fccA03,3.40.50.720
4f9zA01,3.40.30.10
5iajA00,3.40.50.1460
4w91B02,3.40.640.10
1j4uB00,2.100.10.30
3dk6A01,3.30.200.20
4lr2A01,3.40.720.10
6czxB01,3.40.640.10
2kn1A00,4.10.1290.10
1uliA01,3.90.380.10
4eglA02,3.30.70.330
4po2A01,2.60.34.10
5xymC03,4.10.950.10
1pt2A01,2.115.10.20
5ekwA01,3.30.230.40
4l7mA00,1.25.10.10
4lexL01,2.60.40.10
4bwpA03,1.10.287.3700
3q8pB01,3.30.70.270
2l7aA00,1.20.120.230
3gxgB00,3.90.190.10
3my5A02,1.10.510.10
5bnxD00,2.60.40.1490
3t8kA00,1.25.40.20
2qqwA01,2.115.10.20
1kkmB00,3.40.50.300
3p8jA00,3.20.20.70
5ms4A02,2.40.10.10
3of5B00,3.40.50.300
4bz2L01,2.60.40.10
4jcrA00,3.90.226.10
1el1A00,1.10.530.10
5xmfA01,3.30.500.10
1lhzA01,2.60.40.10
3a5yA00,3.30.930.10
2v6aD01,3.30.70.150
5hryH00,1.25.40.20
2uypA00,3.30.1330.40
3u2yK00,1.20.20.10
1qyuA01,3.30.2350.10
1zeeA02,1.20.58.480
1ro7A00,3.90.1480.10
4ibnA01,3.30.420.10
3jskP02,3.50.50.60
2wyhA07,2.60.40.2220
2hrbA00,3.40.50.720
4e2tB00,2.170.16.10
5dzxB01,2.60.40.60
5aciA00,2.70.50.70
2ehdA00,3.40.50.720
3o8yA02,1.20.245.10
3nwzB00,3.10.129.10
4hncA01,3.30.390.10
3p2cA01,1.50.10.10
1fheA02,1.20.1050.10
2wylB00,3.60.15.10
2eshA00,1.10.10.10
6oi7C01,1.10.3210.10
2b9sA01,2.170.11.10
3zurA01,3.90.1240.10
4zfzB00,2.60.40.10
1ciuA01,3.20.20.80
2ykfA01,3.30.450.280
4x8rA00,3.40.190.170
2w7zA00,2.160.20.80
2kncA00,1.20.5.930
3gflA00,1.10.10.10
1o9pA00,3.90.1300.10
2bb2A02,2.60.20.10
1t3dA02,2.160.10.10
1tq8A00,3.40.50.620
5o7dA01,3.40.50.1260
1q7fB00,2.120.10.30
2vepA00,3.20.20.70
2v82A00,3.20.20.70
2l6qA00,3.30.1580.10
1vknC02,3.30.360.10
4bucA02,3.40.1190.10
4bzaA03,3.10.20.310
5ahrA01,3.60.15.10
6ns1A02,2.60.40.10
3biiE00,3.90.1170.40
3jamQ00,3.30.230.10
3bgtA01,2.40.400.10
2eu6A00,3.40.50.2300
4tqgA00,3.40.50.720
3vrhA00,3.40.50.620
2f0tA00,2.40.50.90
2x2sC00,2.80.10.50
3d8tB01,3.40.50.10090
3ikmA02,3.30.420.390
2ziwB02,1.10.150.670
1mpxA03,2.60.120.260
3aetB01,3.40.50.1980
5wzeA02,3.90.230.10
2c35A00,1.20.1250.40
6hcdA00,3.40.50.620
1y0kA00,3.40.1540.10
1hr6A01,3.30.830.10
1v96A00,3.40.50.1010
2dpeA01,3.20.20.80
4ik4A01,2.40.155.10
3lqqB04,1.10.10.10
6moqA00,2.40.128.20
2qc7A02,1.20.1150.12
3ajgA00,3.40.1500.20
1hrpA00,2.10.90.10
7ameA00,3.90.1210.10
4d5gA01,3.40.50.970
1q1qA00,3.40.50.300
3hx8C00,3.10.450.50
1qr0A02,3.90.470.20
1ox5A01,3.40.50.880
5te4G01,2.170.40.20
4i5cA02,1.10.510.10
1nq3D00,3.30.1330.40
2ejhA00,2.40.155.10
4n0vA01,3.40.30.10
1fxzA02,2.60.120.10
1jtcA00,2.80.10.50
3czoC01,1.10.275.10
4l8sC02,3.30.500.10
5a16A01,2.60.40.10
1j0hA01,2.60.40.10
3abmA00,1.20.210.10
4xvwT01,3.40.30.10
2iteB00,2.60.40.1850
2ejyA00,2.30.42.10
1fyxA00,3.40.50.10140
4euiA00,3.30.429.10
1go3E01,2.40.50.140
4d8yA00,3.40.50.1580
1zcoA00,3.20.20.70
4c92C00,2.30.30.100
1a6tB02,2.60.40.10
2qzcB00,1.20.910.10
2zg6A01,3.40.50.1000
2ya1A03,2.60.40.1220
3gd0A01,2.60.110.10
1d8zA00,3.30.70.330
2h71A00,3.40.30.10
3nxsA02,3.40.50.300
5kr3B01,3.90.1150.10
3kojB00,2.40.50.140
2w2xC00,2.30.29.30
3b43A03,2.60.40.10
3s3jA04,2.60.40.10
4x0eA00,3.40.50.620
2q3zA04,2.60.40.10
2w23A02,1.10.420.10
1h75A00,3.40.30.10
6az1L00,3.30.230.10
5vbiA02,3.40.120.10
3ocfB03,1.10.40.30
3tmhA00,2.30.42.10
1zsgA00,2.30.30.40
3ul9A00,3.80.10.10
2pohE01,1.20.5.340
2gdqA01,3.30.390.10
1rjaA00,3.30.505.10
2idbB02,3.40.1670.10
5b1nA00,1.10.287.130
1jsmA01,3.90.209.20
5c31B00,3.40.50.1390
2k5tA00,3.40.630.30
2vhhA00,3.60.110.10
3gi0A01,2.40.70.10
2nuaA02,3.40.50.261
1gz0B01,3.30.1330.30
4wr9A00,3.10.100.10
4n44A02,3.40.47.10
5dzlA00,2.60.40.10
3ip3G02,3.30.360.10
3vxsD01,2.60.40.10
5j4mA02,2.60.40.10
3l76A01,3.40.1160.10
5iuvA02,3.40.309.10
3u9pL02,2.60.40.10
1lt1B00,1.20.5.420
5cw7D00,3.30.2310.20
1uysC03,3.90.226.10
2wo6A02,1.10.510.10
1wqlA01,3.90.380.10
2lebA00,3.30.70.330
5jayA01,3.90.1150.10
2gljR01,3.40.630.10
3e5nA03,3.30.1490.20
4umvA03,3.40.50.1000
1irmC00,1.20.910.10
1pu4B03,2.70.98.20
4gz8A02,3.30.1680.10
2ly4A00,1.10.30.10
1lvmA02,2.40.10.10
2j9jA00,2.40.70.10
4fnqA01,2.70.98.60
5yzhB00,3.40.718.10
2pc8A00,3.20.20.80
3qfgB00,2.60.40.1240
3eykB00,3.90.20.10
1ixsB03,1.10.10.10
2w3sB01,3.90.1170.50
5fajB02,3.20.20.10
3nggB00,4.10.75.10
2z23A02,3.90.76.10
3ufcX02,3.30.70.1900
2qezF01,2.30.170.30
2ze0A01,3.20.20.80
2kjxA01,3.30.720.220
2gu8A01,1.10.510.10
1jgzM01,1.20.85.10
2ww8A04,3.30.70.1830
2zbaD01,3.30.559.10
3n0vC02,3.40.50.170
3o6uB00,3.90.1010.20
2ebaA01,1.10.540.10
3db2C02,3.30.360.10
4xzqA00,1.10.20.10
1kduA00,2.40.20.10
1fw1A01,3.40.30.10
4igfA00,3.40.50.720
2zr1A01,3.40.420.10
4oc9J01,3.40.640.10
3mw8A02,3.40.50.10090
3blmA00,3.40.710.10
1kx2A00,1.10.760.10
4wziA01,1.10.1300.10
3sf6A02,2.40.110.10
4jpsA01,3.10.20.770
5c31J00,3.40.50.1390
5fviD00,2.40.155.10
3godB01,3.100.10.20
1xovA03,2.30.30.40
5j7mB00,2.60.120.10
1stfE00,3.90.70.10
2fb2B00,3.20.20.70
3l5hA03,2.60.40.10
3fi0L01,3.40.50.620
4h2wC00,1.10.1200.10
1vgqA01,3.40.50.10540
2p0gC00,3.40.30.10
2ht6A00,3.40.50.300
5aguA03,3.10.150.10
3lrtA02,3.40.50.2020
3h96D00,2.30.110.10
1nhrA02,3.50.50.60
1mvqA00,2.60.120.200
3zwcA03,1.10.1040.50
3brwC02,3.40.50.11210
4el4A00,3.90.1240.10
2glzA00,3.30.1330.130
2i6eB02,3.40.190.10
5xxkB00,1.10.245.10
3b83C00,2.60.40.10
3szuA03,3.40.1010.20
3fmeA02,1.10.510.10
1mbmA02,2.40.10.10
1i32A02,3.30.360.10
5fobB04,1.50.10.20
5z7yC00,3.40.50.1820
3n20A00,1.10.620.20
3m7aA01,2.60.120.1140
3ul8A00,3.80.10.10
4a3zA00,2.60.120.260
3havA01,3.30.200.20
3vdpA03,3.40.1360.10
4l8rB02,3.30.420.10
5avhA00,3.20.20.150
2vdsA01,2.60.40.420
5dc7A00,3.40.800.20
5tz7B00,3.10.129.110
3c2cA00,1.10.760.10
1pu7A01,1.10.1670.10
1yt8A01,3.40.250.10
2as0B03,3.40.50.150
5ffxD00,1.10.10.10
3bm7A00,3.30.70.100
5z8xA00,3.80.10.10
5gy7A02,3.90.25.10
3lj4A02,1.10.1740.160
5tnyA03,2.30.42.10
4evfA02,1.10.220.10
1f1mA00,1.20.120.240
3q1kB02,3.30.470.20
4l2iA01,3.40.50.620
2mcg201,2.60.40.10
1v74A00,3.10.450.200
5dinA00,3.30.40.10
5kszA01,1.10.238.10
2eaoA01,1.10.150.50
4lxfA02,3.90.400.10
4z55A02,1.10.510.10
2wn6A01,3.90.176.10
2bgcB01,2.60.120.10
1ucvA00,1.10.150.50
1r4uA00,3.10.270.10
4ijiA02,1.20.1050.10
1wjnA00,3.10.20.90
3hhlC00,3.30.70.100
3clnA02,1.10.238.10
3lkdB01,1.20.1260.30
2o7eA01,1.10.275.10
4omuB01,3.40.50.10860
2akcA00,1.20.144.10
2ojqA01,1.20.120.560
5os2A02,1.10.510.10
5zqsA02,2.60.120.200
1efpB00,3.40.50.620
1mhcA02,2.60.40.10
4qiwB08,3.90.1800.10
5bykA00,3.40.50.300
2wamC01,3.40.50.10900
4fo0A03,3.90.640.10
3e5bB00,3.20.20.60
3pi6A01,3.40.50.1820
5ewpA00,1.25.10.10
1hyoA01,2.30.30.230
3i4kH02,3.20.20.120
2ox4A02,3.20.20.120
2myuA00,3.40.50.2300
3euwD01,3.40.50.720
5ikcA01,2.60.40.10
2kraA00,2.10.80.10
1drkA02,3.40.50.2300
1gqyA01,3.40.50.720
1bsgA00,3.40.710.10
5dnuA00,3.40.50.1820
1xqaA01,3.10.180.10
1h25A02,1.10.510.10
1c3cA01,1.10.275.10
4r40D01,3.30.1330.60
3dqiA00,2.40.155.10
3eerA02,3.30.300.20
2ks4A00,2.60.270.20
2yzrC00,3.20.20.70
4ki8A02,3.30.260.10
4zzjA02,3.40.50.1220
1la2C01,3.40.50.720
3l8hC00,3.40.50.1000
5l09A00,3.30.450.80
1l9xA00,3.40.50.880
5zwjA02,1.10.510.10
3cnlA01,3.40.50.300
5x6vG00,3.30.450.190
2ykoA02,3.30.70.1820
3d3yA02,3.30.830.10
3k6sD02,2.60.40.1510
3iklA02,3.40.50.800
3rrkA03,3.30.70.2750
4e80C01,1.10.1410.10
4zgdE00,3.90.330.10
1vfsA02,3.20.20.10
1eduA00,1.25.40.90
6f7yA01,2.40.128.190
3d3qB03,1.10.287.890
4e2bA00,3.20.20.70
2i54A02,3.30.1240.20
4f3lB03,3.30.450.20
4beqA02,3.20.20.10
1qdbA01,1.10.1130.10
2bo1A00,3.30.1330.30
3umbA02,1.10.150.240
4mh4A01,2.20.25.10
4fekB00,3.60.15.10
4p5aC00,3.30.1360.170
4hiyA00,2.70.20.40
3gmvX00,3.10.450.730
3hlmA02,3.40.640.10
2nwaB01,2.40.240.20
4c08A01,3.40.50.150
2aouA00,3.40.50.150
3r7fA01,3.40.50.1370
4bu0A01,3.40.50.10190
4wtwA00,2.60.40.10
1p81A01,2.40.180.10
2j3pA00,2.80.10.50
4a1nA01,3.40.570.10
5u8kB02,1.10.10.10
1dkuA01,3.40.50.2020
3otzA00,2.160.10.10
4zzfA02,2.60.40.4070
1vt0U05,6.10.280.90
3ea8A03,1.10.1840.10
4kmoA04,1.25.40.850
5v61A02,1.10.510.10
2kswA01,3.30.1490.260
1n0lB00,2.60.40.1090
2mcg101,2.60.40.10
3d3iA03,1.50.10.10
1ynpB01,3.20.20.100
2b3uB00,3.40.630.30
5tk4A00,2.60.40.420
1milA00,3.30.505.10
2incA00,1.10.620.20
2f2hA02,3.20.20.80
2q8mA02,3.40.190.80
4baaC01,1.10.275.10
2mpvA00,2.60.40.2910
3fm2A00,3.40.1570.10
4eq0A01,2.40.70.10
2w2kA01,3.40.50.720
3a35A01,2.40.30.20
1loyA00,3.10.450.30
2ybvA02,3.20.20.110
4eejA00,2.40.128.20
1jg5A00,3.30.1410.10
3zjxA02,2.170.15.10
5ldhA01,3.40.50.720
3myvB03,1.25.40.900
4u0gZ00,3.90.226.10
6ayvA01,3.30.540.10
1vknA02,3.30.360.10
1w08A00,1.10.530.10
3qdkA02,3.30.420.40
3euaG01,3.40.50.10490
4m6sA00,2.40.128.20
3fuyB00,3.30.70.1420
4h7oA02,2.160.10.10
4rwuA00,1.10.287.110
1qz5A01,3.30.420.40
1ofwA02,3.90.10.10
4mchA00,3.40.50.1580
2r32A01,1.20.5.170
5fwgB01,3.40.30.10
3zvqA00,1.10.530.10
2de6A01,3.90.380.10
1u6aL01,2.60.40.10
6fxgB01,3.40.190.10
1hgvA00,1.20.5.80
3kmvE00,2.80.10.50
1bg1A04,3.30.505.10
1fr2A00,1.10.1200.20
6cxhB00,1.20.1450.10
5oo3A02,1.10.510.10
1y75B00,1.20.90.10
4fajA02,3.90.76.10
1vk5A00,1.20.120.690
2z1cB00,2.30.30.140
6cy6A00,3.40.630.30
4kcxA01,1.20.920.10
2fywC02,3.40.1390.30
4cfqA00,1.10.238.10
1npqA00,1.10.238.10
2wziA02,3.20.20.80
4c2xA00,3.40.630.170
1o63A01,3.40.190.10
1q9cE01,1.10.20.10
4bcfA02,1.10.510.10
1yagA03,3.30.420.40
5kohB04,3.40.50.1980
1r5pB00,3.40.30.10
1xd0A01,3.20.20.80
1nxkA01,3.30.200.20
3ljkA02,3.40.50.10490
2hc0A00,2.40.70.10
3eugA00,3.40.470.10
4od4A02,1.20.120.1780
2b9vA01,3.40.50.1820
2rikA02,2.60.40.10
3ga9S01,3.60.20.40
2xnrA00,3.30.70.330
1bc3A02,1.10.220.10
2nnoA00,3.10.200.10
2ochA00,1.10.287.110
3c6cA00,3.20.20.70
5l6yH02,2.60.40.10
1indL01,2.60.40.10
6idgL01,2.60.40.10
4a17E01,3.90.930.12
2ie7A03,1.10.220.10
2atbA00,3.30.30.10
1b8fA01,1.10.275.10
2om6A02,1.10.150.400
2hecA00,1.10.530.10
2xzcL02,2.60.40.10
2v4iH01,3.30.2330.10
3zdmB00,1.20.5.420
4gwxA01,3.30.540.10
4ws9A02,3.30.300.340
6d6qA00,3.30.230.70
2rkqA00,3.40.80.10
1ojtA03,3.30.390.30
5k52A01,1.20.1260.10
2q35A01,3.90.226.10
6q4rA01,2.60.40.1730
3i4aA00,3.75.10.10
3ofgA00,3.30.70.260
3wxeA00,3.90.70.10
1twdA00,3.20.20.380
1ef1B01,3.10.20.90
2r7hB00,3.40.630.30
5e4iA01,2.60.40.10
6nbkA00,3.40.800.10
2yjpA02,3.40.190.10
4gpvA02,2.60.40.3690
1dl3B00,3.20.20.70
1v55T00,4.10.95.10
2k19A00,1.20.1440.140
4tlpA00,2.80.10.50
4pdhA00,3.40.190.170
5xgqA03,1.10.730.10
3ke3A02,3.40.640.10
3c9gA01,3.30.1440.10
4x0jA00,1.20.1260.80
4opeA01,3.40.47.10
4ofpB02,2.60.40.10
1gzjA00,3.20.20.80
1ogpA01,3.90.420.10
3vojA00,3.20.20.40
5fb0C01,3.30.40.10
1mroA03,1.20.840.10
3mzkB01,6.20.50.30
6av9A01,3.30.420.40
4hz2A02,1.20.1050.10
4oe7A00,3.20.20.70
2a10D00,3.30.70.1710
4e2gA00,2.60.120.10
4a6oA00,2.60.120.260
4kibA01,1.10.10.10
1knwA01,2.40.37.10
1xovA02,2.30.30.40
2q0vA00,3.10.110.10
4jkdA01,3.30.420.230
1ltkA01,3.40.50.1260
1o4sA02,3.40.640.10
1zkgB01,1.10.10.60
1hczA02,2.40.50.100
5yslB02,2.60.40.10
4qiqA00,1.20.1250.20
2nnnI00,1.10.10.10
1wcuA00,2.60.120.430
2npiB02,3.40.50.300
2nlyA00,3.20.20.370
2vadA00,2.40.155.10
3angB00,1.10.357.10
2rfqC03,1.20.140.10
4bhuE00,2.60.40.3490
1p5qA01,3.10.50.40
2vdiJ00,3.30.190.10
2yuxA01,2.60.40.10
5da8A02,3.30.260.10
2d1vA00,1.10.10.10
3gvzA00,3.60.60.10
2wyoC01,3.30.1490.250
3t48B00,1.20.1270.10
2xtjB00,2.60.40.10
5abmA01,3.40.605.10
3ljvA00,1.10.3210.10
1qcnB02,3.90.850.10
1uiaA00,1.10.530.10
1rt6A03,3.30.70.270
2b1xA02,2.102.10.10
3kdjA00,3.30.530.20
5h2qB00,1.10.1300.10
2d2jA00,3.20.20.140
1yagA02,2.30.36.70
1rpaA00,3.40.50.1240
2fhpA00,3.40.50.150
3trgA00,3.30.70.100
4h59A01,3.40.50.1980
4uurA00,1.10.490.10
5qa9A00,3.40.710.10
5wdjB00,1.10.640.10
1nl5A02,3.40.190.10
3fwkA00,3.40.50.620
3v1oA00,3.30.420.10
4kmqA06,2.60.120.260
4nlgA03,1.10.150.20
2pohF02,6.10.140.940
3bh1A03,3.40.140.40
4rpuB04,3.30.830.10
2hd5A00,3.90.70.10
2iuwA00,2.60.120.590
1keqA00,3.10.200.10
6bi1A00,3.40.50.1580
1fpwA02,1.10.238.10
4jvpB00,2.60.40.10
2yujA02,3.10.330.10
4in9A00,3.40.390.10
3tyjA00,2.60.120.40
2o2zA00,3.40.50.10680
3oa3A00,3.20.20.70
1sh7A00,3.40.50.200
3nvqA03,2.60.40.10
1rgvA00,3.30.70.20
1zbgB00,2.40.70.10
2vn4A02,2.60.40.10
5eeaB00,1.10.10.60
3peyA02,3.40.50.300
1qxtA00,2.40.155.10
4liqE04,2.60.40.10
2j5oA01,1.10.10.10
1wkbA03,1.10.730.10
2npbA00,3.40.30.10
1hnkA02,3.40.47.10
2n1tE00,2.60.40.150
2dzwB00,3.20.20.70
4fuqC01,3.40.50.12780
1yguB02,3.90.190.10
4gx0A01,1.10.287.70
4djdC01,3.20.20.20
5i0sA00,2.60.120.10
2hv2A01,3.40.630.30
2w2lD01,3.40.50.720
2olgA01,2.40.10.10
2pozE01,3.30.390.10
3fzvD02,3.40.190.10
4l44A01,3.30.200.20
5bnkA00,3.20.20.70
1oyxB01,2.30.30.140
2je6A01,3.30.230.70
2dlcX02,1.10.240.10
5k8mD01,3.40.630.10
5lp1A00,3.40.50.1820
3g2fA01,3.30.200.20
4fqqD01,2.60.40.10
3na4A00,2.60.40.10
4iruD00,3.40.50.300
1anbA01,2.40.10.10
4l3hA01,1.10.760.10
2nzcB00,3.30.70.1150
6bwkA02,1.10.510.10
2byvE01,2.60.120.10
5dtpB00,3.90.226.10
1ewiA00,2.40.50.140
5wi9E01,2.60.40.10
3lmmD05,1.10.10.10
3e8dB01,3.30.200.20
3qbmA00,1.10.357.10
5z5oA00,3.90.70.10
3hk0A01,3.10.20.90
5nm9B00,3.90.520.10
5n30A01,2.60.40.10
2vpzA01,2.20.25.90
3tosH00,3.40.50.150
1xqlB02,3.20.20.10
1wloA00,3.90.1010.10
4as5A02,3.40.190.80
2uvoA04,3.30.60.10
2p5cA01,3.40.1010.10
4ebbA01,3.40.50.1820
4jedA02,1.20.1050.10
4emjB00,2.102.10.10
1yqfB00,3.10.280.10
3pdwA02,3.40.50.1000
4mygB02,1.10.510.10
2vbuA01,2.40.30.30
3g7uA02,3.90.120.10
4qznA01,1.10.520.10
1g8lA03,2.170.190.11
1moqA02,3.40.50.10490
4d8dB00,3.30.62.10
4wepA01,3.40.190.10
3ceaB01,3.40.50.720
4n0gA00,3.60.40.10
2pw9C03,3.40.140.10
1wpbB02,1.10.3190.10
5uhtA01,1.10.287.130
4egjC02,3.30.470.20
1h0zA00,3.30.60.30
2wzjD01,3.30.200.20
3irtA00,3.40.532.10
2pnwA01,2.40.40.10
4jr2A00,3.40.50.1460
5hezB02,1.10.510.10
3sucA02,2.160.10.20
1vsaT01,2.40.240.10
3hhyA01,6.10.10.40
1xquA00,3.30.428.10
3e8eP01,1.10.510.10
3qrgL01,2.60.40.10
3gb9B00,3.40.50.1580
1kkoB02,3.20.20.120
3c3pC00,3.40.50.150
3it4B01,3.30.2330.10
5a4eA02,1.10.510.10
1ccwA00,3.40.50.280
1rhyA01,3.30.230.40
3bwaA02,2.60.40.10
4go3E01,3.40.605.10
1px7A02,1.20.1050.10
5olnB01,1.20.970.10
1t5rB00,2.70.240.10
5k1lA00,1.10.490.10
3d6hA00,3.40.50.1460
2bssA01,3.30.500.10
2z4qA01,2.60.40.10
4j3wA03,3.20.20.80
4fk8B01,2.40.30.10
3wdoA02,3.30.70.100
1v71A02,3.40.50.1100
2qryB01,3.40.190.10
3teoH01,3.40.1050.10
1yslA01,3.40.47.10
4eb2B02,2.80.10.50
5kwyC00,2.60.40.770
5l02A02,1.10.420.10
4cn3D00,3.30.50.10
1yslB01,3.40.47.10
2xdfA02,3.20.20.60
1ne7B00,3.40.50.1360
1keeD02,3.40.50.880
3lr1A02,3.40.190.10
3jroA01,2.130.10.10
4zy6A02,1.10.510.10
2g3yA00,3.40.50.300
1uc9B02,3.30.1490.20
5x8tT00,3.90.470.10
1cl7I00,2.60.40.10
3mxuA00,2.40.50.100
4ichA00,1.10.357.10
1vqjA00,2.40.50.140
1hnfA02,2.60.40.10
5igcA00,2.40.50.90
1gu9H00,1.20.1290.10
3q6aH00,3.30.530.20
4eknB01,3.40.50.1370
4l15A02,1.10.8.60
4jxuB02,3.20.10.10
2pr7A00,3.40.50.1000
3u4tA00,1.25.40.10
1wjtA00,1.20.930.10
5zouB03,2.70.98.20
5nb3V00,1.10.490.20
4bhuJ00,2.60.40.3490
4dbhA02,3.90.850.10
1wi8A01,3.30.70.330
2yspA01,3.30.160.60
3uz0D00,2.70.70.10
5uzrA02,1.10.230.10
2ewoL00,3.75.10.10
2vd3A03,3.30.70.120
2oluA02,1.10.3810.10
2xx0A02,2.60.40.420
5daiA00,3.70.10.10
2bmlA00,2.10.270.10
4lzrA01,1.20.920.10
3hb9D03,3.10.600.10
4ui9J00,1.25.40.10
4klrA02,3.40.50.1400
5db5B01,3.90.1150.10
2jbwB01,1.20.1440.110
3w34A00,3.40.50.300
6aymA00,3.40.50.1580
3lj4H02,1.10.1740.160
3l4mE00,2.60.30.10
3zqoA00,6.10.140.2160
4jioA02,1.20.140.50
5hdiA00,1.10.630.10
5mj6A03,2.60.40.1910
3trjB00,3.40.50.10490
3nivC02,1.20.1050.10
4i5hA01,3.30.200.20
1bw0B02,3.40.640.10
1ujxA01,2.60.200.20
2p1rB01,3.40.50.10330
2eguA01,3.40.50.1100
4m01B01,2.60.120.200
3lwuA01,3.40.630.10
4yecA01,3.40.50.11970
2p3yB04,2.60.120.600
4bfcA00,3.40.50.2000
6baiA00,3.90.190.10
1qleC01,1.10.287.70
4qzkB01,1.10.520.10
5t5fL01,2.60.40.10
3lqzB01,3.10.320.10
3w2dL01,2.60.40.10
4bfrA01,3.10.20.90
5thwD01,3.40.630.10
1lqlA02,3.30.300.20
4emnA00,1.10.530.10
2q76B02,2.60.40.10
3sxtC00,2.60.30.10
1r49A03,3.90.15.10
3u54B02,3.30.470.20
3aqfB00,4.10.1240.10
1eieA00,3.10.130.10
2ocpA00,3.40.50.300
1nlbH01,2.60.40.10
5e1rB02,2.60.120.10
5v07Z01,3.40.50.1010
1wthD02,3.55.50.20
1jogD00,1.20.120.330
3ci7D00,4.10.410.10
3i16C02,3.40.640.10
4ftaA02,1.10.510.10
3k6rA01,3.30.300.110
4f8zA00,3.40.630.10
1g9kA01,2.150.10.10
1hcjC00,2.40.155.10
3qduB00,2.60.270.20
6el3A00,3.40.50.720
4bwpB02,1.20.5.5160
1l3wA02,2.60.40.60
2je2A00,3.50.70.20
4lmwA01,3.40.30.10
1mgqF00,2.30.30.100
2r14A00,3.20.20.70
3s93A00,3.30.420.610
3q3fA02,3.10.20.90
4f28B01,3.40.5.90
5ic5A00,3.40.50.2300
2e37H01,3.40.50.720
4km8A02,3.30.1360.230
5izcD00,3.40.50.720
1zkxA00,3.90.1240.10
2cdtA00,2.30.30.40
2vgoC01,1.20.5.2230
1hxuA00,2.40.160.10
2owuA02,3.30.950.10
5y32B01,2.60.40.10
4hd5A02,3.20.20.370
5awnH01,2.60.40.10
1mg4A00,3.10.20.230
4ii5A02,1.10.510.10
4q28B00,3.30.160.780
4uobA02,1.10.340.30
2hk6A01,3.40.50.1400
3nqzA02,3.10.450.40
3eabG00,6.10.250.440
1ywwA00,1.10.1470.10
4e6rA00,2.30.30.40
4kc3B03,2.60.40.10
1eiaA02,1.10.1200.30
4jdfA01,3.40.190.10
2vxbA01,3.40.50.10190
3cz8A01,3.20.20.80
3pasD00,1.10.357.10
5h5qA00,3.40.30.10
3q63A00,3.30.530.20
3fkaA00,3.10.450.50
5fmiA00,1.10.437.10
1cewI00,3.10.450.10
4d0nB02,2.30.29.30
3m0yD00,3.20.20.150
4enrC03,3.40.50.880
2ehjA00,3.40.50.2020
2rfyD00,2.70.100.10
4m0wA01,3.10.20.540
1jw1A02,3.40.190.10
4dglD01,1.10.510.10
1dwoA00,3.40.50.1820
3hnqA01,3.10.180.10
4ipaA02,1.10.10.10
1sd4A01,1.10.10.10
4q7eA00,3.40.50.2300
5dzeA00,2.60.120.200
1yzwA00,2.40.155.10
5uv8I00,1.20.1250.10
1kkhA02,3.30.70.890
3o0gA01,3.30.200.20
3uwoA00,3.40.50.300
1yrlA01,3.40.50.720
4r1wA02,3.30.300.30
2a45G00,1.20.5.50
4p31B00,3.40.50.300
5ey3A03,3.90.1170.30
5zpdB03,2.70.98.20
5vibA02,3.30.200.20
3bhdB00,2.40.320.10
6drtA00,3.70.10.10
5gpgA00,3.10.50.40
4mivB01,3.40.720.10
2bqoA00,1.10.530.10
2b4yB02,3.30.1600.10
3f5pR02,1.10.510.10
6hosA00,2.60.120.1560
3vr0D00,3.40.50.10900
1rv3A01,3.90.1150.10
5dzsA01,3.40.50.10860
1p0hA00,3.40.630.30
3cs5A00,1.10.287.670
4lr4C01,2.60.120.1420
4nhuA01,2.60.40.10
5u7sB00,3.20.20.70
5zliA02,3.30.590.10
2plsH00,3.30.465.10
4kkiA01,1.50.10.20
1bxkA02,3.90.25.10
3aglA02,3.30.200.20
3ivfA02,3.10.20.90
3c3yA00,3.40.50.150
1oepA02,3.20.20.120
3njtA01,2.40.160.50
4cc2A00,2.30.30.40
1t5bB00,3.40.50.360
2w00B03,3.40.50.300
3en9B01,3.30.420.40
6mktA00,3.30.450.20
1h8gB00,2.10.270.10
3beyA00,1.20.1290.10
3bqpA00,1.10.225.10
1qffA01,2.170.130.10
4nndG00,3.90.190.10
4o4vA00,3.20.20.70
6eb2A00,3.30.420.10
3ablI00,4.10.93.10
4pfeB01,2.40.155.10
3i9aA00,2.60.40.180
